Date,Symbol,Client Name,net_value,action
16-Sep-25,WANBURY,MAGNUM EQUIFIN PRIVATE LIMITED,47252634.73,BUY
17-Apr-25,ANGELONE,GRAVITON RESEARCH CAPITAL LLP,2457981865.59,BUY
17-Apr-25,BAHETI,SRISHTI  SOMANI,36220316.25,BUY
17-Apr-25,CELLECOR,SOHAM FINCARE INDIA LLP,148299030.0,BUY
17-Apr-25,COFORGE,MOTILAL OSWAL MUTUAL FUND,2311795500.0,BUY
17-Apr-25,FUSION,BOFA SECURITIES EUROPE SA,106117933.61,BUY
17-Apr-25,HATHWAY,UNITY ASSOCIATES,132024450.0,BUY
17-Apr-25,MAXVOLT,RIKHAV SECURITIES LIMITED,24773600.0,BUY
17-Apr-25,MOS,KRISHNA GLOBAL ENTERPRISES PRIVATE LIMITED,32865300.0,BUY
17-Apr-25,SONATSOFTW,GRAVITON RESEARCH CAPITAL LLP,926974995.9000001,BUY
17-Apr-25,UMAEXPORTS,WEALTH 4 U HOSPITALITY CONSULTANCY PRIVATE LIMITED,37482354.519999996,BUY
17-Apr-25,VIDHIING,IRAGE BROKING SERVICES LLP,174972992.18,BUY
17-Apr-25,VIKASLIFE,SYLPH TECHNOLOGIES LIMITED,53579743.56,BUY
17-Dec-24,AKSHARCHEM,TARAK VINAYKUMAR VORA,27239400.0,BUY
17-Dec-24,BCLIND,ADITYA KUMAR HALWASIYA,113939482.27,BUY
17-Dec-24,DHANLAXMI,STATSOL RESEARCH LLP,31188300.0,BUY
17-Dec-24,DONEAR,NK SECURITIES RESEARCH PRIVATE LIMITED,121213695.6,BUY
17-Dec-24,EIEL,AAKRAYA RESEARCH LLP,4542635626.039999,BUY
17-Dec-24,EIEL,ALPHAGREP SECURITIES PRIVATE LIMITED,2208661391.79,BUY
17-Dec-24,EIEL,GRAVITON RESEARCH CAPITAL LLP,1248173177.1599998,BUY
17-Dec-24,EIEL,HRTI PRIVATE LIMITED,1201153504.64,BUY
17-Dec-24,EIEL,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,721206633.11,BUY
17-Dec-24,EIEL,MATHISYS ADVISORS LLP,894450102.02,BUY
17-Dec-24,EIEL,MICROCURVES TRADING PRIVATE LIMITED,718714366.48,BUY
17-Dec-24,EIEL,NK SECURITIES RESEARCH PRIVATE LIMITED,3234521433.43,BUY
17-Dec-24,EIEL,QE SECURITIES LLP,1704577950.12,BUY
17-Dec-24,EIEL,SHREE NAMAN SECURITIES & FINANCE PRIVATE LIMITED,717290049.27,BUY
17-Dec-24,EIEL,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,920724949.4200001,BUY
17-Dec-24,ETML,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,37033920.0,BUY
17-Dec-24,ETML,NEO APEX VENTURE LLP,37035900.0,BUY
17-Dec-24,FAIRCHEMOR,FIH PRIVATE INVESTMENTS LTD,215103760.72,BUY
17-Dec-24,FRESHARA,MATALIA STOCK BROKING PRIVATE LIMITED,35044800.0,BUY
17-Dec-24,GALAPREC,HRTI PRIVATE LIMITED,158390164.18,BUY
17-Dec-24,HPIL,AMIT KUMAR JAIN HUF,25396147.9,BUY
17-Dec-24,HPIL,LIESHA CORPORATION PRIVATE LIMITED .,24357233.25,BUY
17-Dec-24,LAMOSAIC,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,20179800.0,BUY
17-Dec-24,LAMOSAIC,NEO APEX VENTURE LLP,20179800.0,BUY
17-Dec-24,MEDICO,MANISH N THAKUR,23486400.0,BUY
17-Dec-24,MINDSPACE,CAPITAL INCOME BUILDER,3627541294.5,BUY
17-Dec-24,MINDSPACE,HDFC STANDARD LIFE INSURANCE COMPANY LTD,1399999797.9,BUY
17-Dec-24,MINDSPACE,ICICI PRUDENTIAL MUTUAL FUND,3752999633.1,BUY
17-Dec-24,MINDSPACE,PLATINUM ILLUMINATION A 2018 TRUST,19266150000.0,BUY
17-Dec-24,MOS,PINE OAK GLOBAL FUND,41006000.0,BUY
17-Dec-24,NECLIFE,ISHAAN TRADEFIN LLP,56397626.809999995,BUY
17-Dec-24,NIRMAN,MITESH  MAKVANA,23385780.0,BUY
17-Dec-24,PARSVNATH,LEADING LIGHT FUND VCC THE TRIUMPH FUND,152317632.64000002,BUY
17-Dec-24,PARSVNATH,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,72702360.0,BUY
17-Dec-24,PARSVNATH,NEO APEX SHARE BROKING SERVICES LLP,53145000.0,BUY
17-Dec-24,PARSVNATH,PARAS NATH AND ASSOCIATES PVT LTD,283440000.0,BUY
17-Dec-24,QUESS,GRAVITON RESEARCH CAPITAL LLP,1729349096.58,BUY
17-Dec-24,RMDRIP,NAGDA VINAY RAJENDRAKUMAR,54332000.0,BUY
17-Dec-24,RPPINFRA,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,94681099.26,BUY
17-Dec-24,RPPINFRA,PRIYA MILAN SADARIYA,122578985.19999999,BUY
17-Dec-24,SHAREINDIA,VIKASA INDIA EIF I FUND,369444000.0,BUY
17-Dec-24,SKYGOLD,NARAYANA TRADING & INVESTMENTS,48855000.0,BUY
17-Dec-24,TEMBO,RAVI GOYAL,52357411.25,BUY
17-Dec-24,VINCOFE,GLAD GLOBAL GENERAL TRADING L.L.C,91575559.8,BUY
17-Dec-24,VINCOFE,LAMER TRADELINKS FZ-LLC,91575559.8,BUY
17-Dec-24,WALCHANNAG,ASHIBHADARSH VENTURES PRIVATE LIMITED,82869120.0,BUY
17-Dec-24,WALCHANNAG,SETU SECURITIES PVT LTD,109741206.46000001,BUY
17-Feb-25,AJAXENGG,MORGAN STANLEY IFSC FUND,446318495.34000003,BUY
17-Feb-25,CHANDAN,ANANT WEALTH CONSULTANTS PRIVATE LIMITED,25990656.0,BUY
17-Feb-25,CHANDAN,B.W.TRADERS,20944000.0,BUY
17-Feb-25,CHANDAN,CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND,43137360.0,BUY
17-Feb-25,CHANDAN,CRAFT EMERGING MARKET FUND PCC- ELITE CAPITAL FUND,38757720.0,BUY
17-Feb-25,CHANDAN,KEYA VIMAL SALOT,49530000.0,BUY
17-Feb-25,CHANDAN,NIRAJ RAJNIKANT SHAH,99060000.0,BUY
17-Feb-25,CHANDAN,TRADE CORNER,49662080.0,BUY
17-Feb-25,CLEDUCATE,SAGAR MAL MALL,25767116.36,BUY
17-Feb-25,CYIENTDLM,SARAVANA SECURITIES  D.SATHYAMOORTHI,252834690.0,BUY
17-Feb-25,CYIENTDLM,SSPL SECURITIES PRIVATE LIMITED,252822670.0,BUY
17-Feb-25,GENESYS,HRTI PRIVATE LIMITED,330792537.65999997,BUY
17-Feb-25,GENSOL,ANMOL SINGH JAGGI,114605749.99999999,BUY
17-Feb-25,GODFRYPHLP,GRAVITON RESEARCH CAPITAL LLP,3501627596.0699997,BUY
17-Feb-25,KOTHARIPRO,DEEPAK KOTHARI,213607522.8,BUY
17-Feb-25,KOTHARIPRO,DHAM SECURITIES PRIVATE LIMITED,213607522.8,BUY
17-Feb-25,MANAPPURAM,GRAVITON RESEARCH CAPITAL LLP,1838129676.85,BUY
17-Feb-25,MOBIKWIK,AAKRAYA RESEARCH LLP,306993607.5,BUY
17-Feb-25,MOBIKWIK,HRTI PRIVATE LIMITED,317675808.15000004,BUY
17-Feb-25,MTNL,HRTI PRIVATE LIMITED,187625655.88,BUY
17-Feb-25,NAZARA,M PRASAD & CO LIMITED,460934009.4,BUY
17-Feb-25,ONDOOR,NIRAJ RAJNIKANT SHAH,20973240.0,BUY
17-Feb-25,PENIND,GRAVITON RESEARCH CAPITAL LLP,233385889.95000002,BUY
17-Feb-25,QUADFUTURE,AAKRAYA RESEARCH LLP,1732089315.8400002,BUY
17-Feb-25,QUADFUTURE,ALGOQUANT FINANCIALS LLP,259434437.84,BUY
17-Feb-25,QUADFUTURE,ALGOQUANT FINTECH LIMITED  .,334527628.6,BUY
17-Feb-25,QUADFUTURE,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,260269284.09,BUY
17-Feb-25,QUADFUTURE,HRTI PRIVATE LIMITED,1072301561.54,BUY
17-Feb-25,QUADFUTURE,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,341810220.24,BUY
17-Feb-25,QUADFUTURE,NK SECURITIES RESEARCH PRIVATE LIMITED,320674162.98,BUY
17-Feb-25,QUADFUTURE,QE SECURITIES LLP,647037769.54,BUY
17-Feb-25,QUADFUTURE,UDIT AGGARWAL,236822818.32,BUY
17-Feb-25,SATKARTAR,GENERATIONAL CAPITAL BREAKOUT FUND 1,26456352.0,BUY
17-Feb-25,SENCO,GRAVITON RESEARCH CAPITAL LLP,742863239.2,BUY
17-Jan-25,AEROFLEX,AAKRAYA RESEARCH LLP,667225586.3,BUY
17-Jan-25,AEROFLEX,ALPHAGREP SECURITIES PRIVATE LIMITED,356080054.67999995,BUY
17-Jan-25,AEROFLEX,GRAVITON RESEARCH CAPITAL LLP,588111172.4000001,BUY
17-Jan-25,AEROFLEX,HRTI PRIVATE LIMITED,557073102.16,BUY
17-Jan-25,AEROFLEX,QE SECURITIES LLP,441715031.88,BUY
17-Jan-25,BAJAJHCARE,AAKRAYA RESEARCH LLP,213092557.87,BUY
17-Jan-25,BAJAJHCARE,HRTI PRIVATE LIMITED,289912951.22,BUY
17-Jan-25,BLS,GRAVITON RESEARCH CAPITAL LLP,3422658787.0199995,BUY
17-Jan-25,BLS,SW CAPITAL PRIVATE LIMITED,3375378954.27,BUY
17-Jan-25,GSLSU,SW CAPITAL PRIVATE LIMITED,70650450.16,BUY
17-Jan-25,KAMOPAINTS,AL MAHA INVESTMENT FUND PCC-ONYX STRATEGY,67380180.0,BUY
17-Jan-25,MAHEPC,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,73297500.0,BUY
17-Jan-25,MAHEPC,NK SECURITIES RESEARCH PRIVATE LIMITED,106879110.19999999,BUY
17-Jan-25,MAMATA,GRAVITON RESEARCH CAPITAL LLP,148538983.08999997,BUY
17-Jan-25,MOBIKWIK,AAKRAYA RESEARCH LLP,1060960154.1,BUY
17-Jan-25,MOBIKWIK,ALPHAGREP SECURITIES PRIVATE LIMITED,409992321.6,BUY
17-Jan-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,612755424.6,BUY
17-Jan-25,MOBIKWIK,HRTI PRIVATE LIMITED,704111759.69,BUY
17-Jan-25,MOBIKWIK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,593978643.72,BUY
17-Jan-25,MOBIKWIK,QE SECURITIES LLP,537098203.34,BUY
17-Jan-25,QUADFUTURE,AAKRAYA RESEARCH LLP,1114019236.52,BUY
17-Jan-25,QUADFUTURE,ALPHAGREP SECURITIES PRIVATE LIMITED,347796483.05999994,BUY
17-Jan-25,QUADFUTURE,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,387630491.6,BUY
17-Jan-25,QUADFUTURE,GOLDMINE STOCKS PRIVATE LIMITED,326760877.52,BUY
17-Jan-25,QUADFUTURE,GRAVITON RESEARCH CAPITAL LLP,388942338.42,BUY
17-Jan-25,QUADFUTURE,IRAGE BROKING SERVICES LLP,302533417.1,BUY
17-Jan-25,QUADFUTURE,MANSI SHARE AND STOCK ADVISORS PVT LTD,424058141.24,BUY
17-Jan-25,QUADFUTURE,NK SECURITIES RESEARCH PRIVATE LIMITED,252705368.15999997,BUY
17-Jan-25,QUADFUTURE,QE SECURITIES LLP,290329204.9,BUY
17-Jan-25,QUADFUTURE,SHARE INDIA SECURITIES LIMITED,536775373.77,BUY
17-Jan-25,QUADFUTURE,SILVER LINE VENTURES PRIVATE LIMITED,367846430.86,BUY
17-Jan-25,SATKARTAR,EXPERTPRO REALTY  PRIVATE LIMITED,59436383.99999999,BUY
17-Jan-25,SATKARTAR,KHUSHBOO NAHAR,22517904.0,BUY
17-Jan-25,SGLTL,GRAVITON RESEARCH CAPITAL LLP,433968755.22,BUY
17-Jan-25,SPANDANA,PADMAJA GANGIREDDY,141593722.79999998,BUY
17-Jan-25,SPCENET,ISHAAN TRADEFIN LLP,67394504.0,BUY
17-Jan-25,SPCENET,MANSI SHARE AND STOCK ADVISORS PVT LTD,36808641.96,BUY
17-Jan-25,SPCENET,MOTILAL OSWAL FINVEST LIMITED,47576113.08,BUY
17-Jan-25,VINSYS,PRITI RAJIV JOSHI,40591680.0,BUY
17-Jul-25,CAPITALSFB,TIKRI PARTNERS LLP,140000000.0,BUY
17-Jul-25,IXIGO,GRAVITON RESEARCH CAPITAL LLP,1877170117.02,BUY
17-Jul-25,IXIGO,MUSIGMA SECURITIES,880491836.69,BUY
17-Jul-25,IXIGO,QE SECURITIES LLP,822637376.4,BUY
17-Jul-25,JAYNECOIND,ASSETS CARE AND RECONSTRUCTION ENTERPRISE LIMITED,245721843.0,BUY
17-Jul-25,MAMATA,AAKRAYA RESEARCH LLP,154356821.07999998,BUY
17-Jul-25,MAMATA,HRTI PRIVATE LIMITED,279100797.03,BUY
17-Jul-25,MAMATA,JUNOMONETA FINSOL PRIVATE LIMITED,152158219.92000002,BUY
17-Jul-25,MAMATA,QE SECURITIES LLP,257524649.76,BUY
17-Jul-25,MCLOUD,GRAVITON RESEARCH CAPITAL LLP,1193030828.5,BUY
17-Jul-25,MCLOUD,HRTI PRIVATE LIMITED,754809216.69,BUY
17-Jul-25,MCLOUD,QE SECURITIES LLP,662556523.12,BUY
17-Jul-25,RADHIKAJWE,NK SECURITIES RESEARCH PRIVATE LIMITED,173547974.52,BUY
17-Jul-25,RADHIKAJWE,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,164180000.0,BUY
17-Jul-25,SONACOMS,GRAVITON RESEARCH CAPITAL LLP,4254056343.3199997,BUY
17-Jul-25,WAAREERTL,GRAVITON RESEARCH CAPITAL LLP,1272737651.99,BUY
17-Jul-25,ZIMLAB,ELIZABETH  MATHEW,206866140.0,BUY
17-Jul-25,ZIMLAB,MATHEW  CYRIAC,206866140.0,BUY
17-Jun-25,AWFIS,QRG INVESTMENTS AND HOLDINGS LIMITED,274269722.76,BUY
17-Jun-25,BIRLACABLE,NK SECURITIES RESEARCH PRIVATE LIMITED,76922603.12,BUY
17-Jun-25,BIRLACABLE,QE SECURITIES LLP,75368282.82,BUY
17-Jun-25,BLUSPRING,INDIA CAPITAL MANAGEMENT LIMITED A/C INDIA CAPITAL FUND LIMITED,67938633.84,BUY
17-Jun-25,BLUSPRING,ISHARES CORE MSCI EMERGING MARKETS ETF,55410051.9,BUY
17-Jun-25,BLUSPRING,NEGEN CAPITAL SERVICES PRIVATE LIMITED,137390022.84,BUY
17-Jun-25,BLUSPRING,VANGUARD ESG INTERNATIONAL STOCK ETF,61654312.39999999,BUY
17-Jun-25,FINOPB,PARTH INFIN BROKERS PVT LTD,316201451.96000004,BUY
17-Jun-25,GANESHBE,SNB SECURITIES PRIVATE LIMITED,76766097.41999999,BUY
17-Jun-25,HAPPSTMNDS,GRAVITON RESEARCH CAPITAL LLP,1350104871.6,BUY
17-Jun-25,HAPPSTMNDS,NK SECURITIES RESEARCH PRIVATE LIMITED,1496222332.92,BUY
17-Jun-25,HAPPSTMNDS,QE SECURITIES LLP,1092788927.7599998,BUY
17-Jun-25,JAINIK,RAJASTHAN GLOBAL SECURITIES PVT LTD,36703200.0,BUY
17-Jun-25,KBCGLOBAL,ACHINTYA SECURITIES PRIVATE LIMITED,69544714.9,BUY
17-Jun-25,KESORAMIND,DEVI TRADERS LLP,27245000.0,BUY
17-Jun-25,KSL,GRAVITON RESEARCH CAPITAL LLP,401384247.76,BUY
17-Jun-25,MAGSON,JOITARAM S PATEL,21699600.0,BUY
17-Jun-25,MAGSON,KRISHNAM ENTERPRISE LLP LLP,24620700.0,BUY
17-Jun-25,SACHEEROME,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,23321568.0,BUY
17-Jun-25,STLTECH,AAKRAYA RESEARCH LLP,1298240684.8600001,BUY
17-Jun-25,STLTECH,GRAVITON RESEARCH CAPITAL LLP,1496685255.2,BUY
17-Jun-25,STLTECH,HRTI PRIVATE LIMITED,1368044501.08,BUY
17-Jun-25,STLTECH,IRAGE BROKING SERVICES LLP,457888226.31999993,BUY
17-Jun-25,STLTECH,MICROCURVES TRADING PRIVATE LIMITED,828850009.1600001,BUY
17-Jun-25,STLTECH,MUSIGMA SECURITIES,892165125.4,BUY
17-Jun-25,STLTECH,NK SECURITIES RESEARCH PRIVATE LIMITED,841841452.53,BUY
17-Jun-25,STLTECH,QE SECURITIES LLP,559510743.04,BUY
17-Jun-25,STLTECH,SHARE INDIA SECURITIES LIMITED,574885671.32,BUY
17-Jun-25,SUBROS,GRAVITON RESEARCH CAPITAL LLP,681812629.28,BUY
17-Jun-25,TVSSCS,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,568800000.0,BUY
17-Jun-25,TVSSCS,TVS MOTOR COMPANY LIMITED,568800000.0,BUY
17-Jun-25,VMM,HDFC MUTUAL FUND,8512500000.0,BUY
17-Jun-25,VMM,KOTAK MAHINDRA MUTUAL FUND,9025553482.5,BUY
17-Jun-25,VMM,SAMAYAT SERVICES LLP,102204000000.0,BUY
17-Jun-25,VMM,SBI MUTUAL FUND,18824627625.0,BUY
17-Jun-25,ZYDUSWELL,PPFAS MUTUAL FUND,8791510900.0,BUY
17-Jun-25,ZYDUSWELL,THREPSI CARE LLP,8791510900.0,BUY
17-Mar-25,ANNAPURNA,DV STOCK VISION LLP,55650000.0,BUY
17-Mar-25,ANNAPURNA,PROGNOSIS SECURITIES PVT. LTD,56521330.0,BUY
17-Mar-25,C2C,MURTAZA ALI SOOMAR,23824800.0,BUY
17-Mar-25,ELGIEQUIP,GRAVITON RESEARCH CAPITAL LLP,2435134567.34,BUY
17-Mar-25,KEC,GRAVITON RESEARCH CAPITAL LLP,2066242160.8400002,BUY
17-Mar-25,MOBIKWIK,AAKRAYA RESEARCH LLP,293855386.62,BUY
17-Mar-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,328506698.15999997,BUY
17-Mar-25,MOBIKWIK,HRTI PRIVATE LIMITED,509993068.43,BUY
17-Mar-25,MOBIKWIK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,266027782.32999998,BUY
17-Mar-25,MOBIKWIK,MATHISYS ADVISORS LLP,484957508.13,BUY
17-Mar-25,MOBIKWIK,QE SECURITIES LLP,447157753.71000004,BUY
17-Mar-25,MOS,PINE OAK GLOBAL FUND,99450000.0,BUY
17-Mar-25,MTNL,GRAVITON RESEARCH CAPITAL LLP,140637979.44,BUY
17-Mar-25,ORICONENT,HAZARIMALL SOMANI,59475000.0,BUY
17-Mar-25,ORICONENT,ORIENTAL ENTERPRISES,59475000.0,BUY
17-Mar-25,QUADFUTURE,HRTI PRIVATE LIMITED,199189925.68,BUY
17-Mar-25,TTKHLTCARE,UNO METALS LTD,86004360.0,BUY
17-Oct-24,AARTECH,KABRA  PRIYA,28635896.88,BUY
17-Oct-24,ATALREAL,EMRALD COMMERCIAL LIMITED,48709098.0,BUY
17-Oct-24,BOMDYEING,GRAVITON RESEARCH CAPITAL LLP,658057315.11,BUY
17-Oct-24,ESFL,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,98341800.0,BUY
17-Oct-24,KAMOPAINTS,TIRUPATI FINCORP LIMITED,44388000.0,BUY
17-Oct-24,KERNEX,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,166319000.0,BUY
17-Oct-24,KOLTEPATIL,GRAVITON RESEARCH CAPITAL LLP,482104101.1,BUY
17-Oct-24,KPIL,SBI MUTUAL FUND,2898065297.25,BUY
17-Oct-24,KRITIKA,REMAC DISTRIBUTORS PRIVATE LIMITED .,23651474.04,BUY
17-Oct-24,MANBA,NK SECURITIES RESEARCH PRIVATE LIMITED,88185213.0,BUY
17-Oct-24,PRECAM,AAKRAYA RESEARCH LLP,346935939.9,BUY
17-Oct-24,PYRAMID,NK SECURITIES RESEARCH PRIVATE LIMITED,84845899.83,BUY
17-Oct-24,SBGLP,JAINAM BROKING LIMITED,338821980.0,BUY
17-Oct-24,SBGLP,JALIYAN COMMODITY,338812963.2,BUY
17-Oct-24,SKIPPERPP,AALIDHRA TEXTOOL ENGINEERS PRIVATE LIMITED,41002000.0,BUY
17-Oct-24,SKIPPERPP,NANDESHWAR FINTRADE PVT LTD,72284400.0,BUY
17-Oct-24,SKIPPERPP,TODI SHOBHA DEVI,54493492.7,BUY
17-Oct-24,SKIPPERPP,TODI UDIT,28049995.64,BUY
17-Oct-24,SURAJEST,L7 HITECH PRIVATE LIMITED,196508189.41,BUY
17-Oct-24,TECHERA,BHARAT KUMAR SOMCHAND SHAH,21185152.0,BUY
17-Oct-24,TITAGARH,GRAVITON RESEARCH CAPITAL LLP,1916947483.29,BUY
17-Oct-24,UMAEXPORTS,GIRIRAJ STOCK BROKING PRIVATE LIMITED,21800000.0,BUY
17-Oct-24,UMAEXPORTS,NAVRATRI SHARE TRADING PRIVATE LIMITED .,21800000.0,BUY
17-Oct-24,WHIRLPOOL,SBI MUTUAL FUND,4492264680.059999,BUY
17-Oct-25,ASTEC,GRAVITON RESEARCH CAPITAL LLP,267095341.95,BUY
17-Oct-25,ASTEC,IRAGE BROKING SERVICES LLP,176596594.98,BUY
17-Oct-25,ASTEC,MUSIGMA SECURITIES,194681328.0,BUY
17-Oct-25,ASTEC,NK SECURITIES RESEARCH PRIVATE LIMITED,263413712.64,BUY
17-Oct-25,ASTEC,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,194846069.71999997,BUY
17-Oct-25,ATALREAL,MARKET-HUB STOCK BROKING PVT. LTD.,22877191.42,BUY
17-Oct-25,BLS,GRAVITON RESEARCH CAPITAL LLP,1401249725.78,BUY
17-Oct-25,BLS,JUNOMONETA FINSOL PRIVATE LIMITED,1400633767.89,BUY
17-Oct-25,CANHLIFE,OXBOW MASTER FUND LIMITED,1811387009.5,BUY
17-Oct-25,DELHIVERY,SMALLCAP WORLD FUND INC,1756602570.45,BUY
17-Oct-25,DVL,NEO APEX VENTURE LLP,113124222.16,BUY
17-Oct-25,DVL,WEST BENGAL INDUSTRIAL DEVELOPMENT CORPORATION LIMITED,188048065.92,BUY
17-Oct-25,EFFWA,H.H.LAKHANI LLP,23972448.0,BUY
17-Oct-25,EXXARO,DEEP DIAMOND INDIA LIMITED,29920000.0,BUY
17-Oct-25,FABTECH,ASTORNE CAPITAL VCC ARVEN,91000000.0,BUY
17-Oct-25,GMBREW,GROWTH SECURITIES PRIVATE LIMITED,291397029.15999997,BUY
17-Oct-25,GMBREW,HRTI PRIVATE LIMITED,726819512.12,BUY
17-Oct-25,GMBREW,JUNOMONETA FINSOL PRIVATE LIMITED,1095263070.3999999,BUY
17-Oct-25,GMBREW,MUSIGMA SECURITIES,272551604.08000004,BUY
17-Oct-25,GMBREW,QE SECURITIES LLP,378166869.75,BUY
17-Oct-25,IRBINVIT,IIFL FINANCE LIMITED,705016686.81,BUY
17-Oct-25,IRBINVIT,LTIMINDTREE LIMITED,609300000.0,BUY
17-Oct-25,MARKOLINES,L7 HITECH PRIVATE LIMITED,34037226.629999995,BUY
17-Oct-25,MPEL,CRAFT EMERGING MARKET FUND PCC- ELITE CAPITAL FUND,21664800.0,BUY
17-Oct-25,MPEL,KAMALKUMAR NATAVARLAL SANGANI,26479200.0,BUY
17-Oct-25,MPEL,VIDITA BHAGYESH SONI,68204000.0,BUY
17-Oct-25,MTARTECH,BNP PARIBAS FINANCIAL MARKETS,808080989.04,BUY
17-Oct-25,PACEDIGITK,GRD SECURITIES LIMITED,503808900.1,BUY
17-Oct-25,PACEDIGITK,L7 HITECH PRIVATE LIMITED,632113802.95,BUY
17-Oct-25,POCL,GRAVITON RESEARCH CAPITAL LLP,514110250.20000005,BUY
17-Oct-25,POCL,HRTI PRIVATE LIMITED,677161552.98,BUY
17-Oct-25,POCL,JUNOMONETA FINSOL PRIVATE LIMITED,442150711.20000005,BUY
17-Oct-25,SBC,PRONTO SECURITIES PRIVATE LIMITED,57267961.519999996,BUY
17-Oct-25,SHANTIGOLD,L7 SECURITIES PRIVATE LIMITED,82657068.0,BUY
17-Oct-25,SHAREINDIA,GRAVITON RESEARCH CAPITAL LLP,959117217.1999999,BUY
17-Oct-25,SHRINGARMS,MILAN RAMESH THAKKAR,115920680.75999999,BUY
17-Oct-25,WHIRLPOOL,GRAVITON RESEARCH CAPITAL LLP,1940819408.8200002,BUY
17-Sep-25,AARADHYA,NARESH KUMAR BANSAL,32992800.0,BUY
17-Sep-25,ADSL,GRAVITON RESEARCH CAPITAL LLP,163697685.88,BUY
17-Sep-25,ADSL,JUNOMONETA FINSOL PRIVATE LIMITED,174984833.84,BUY
17-Sep-25,AHCL,HRTI PRIVATE LIMITED,91200288.89,BUY
17-Sep-25,CHANDAN,R K STOCKHOLDING (P) LTD.,44346368.0,BUY
17-Sep-25,DENEERS,D3 STOCK VISION LLP,46793880.0,BUY
17-Sep-25,DENEERS,KANAV GUPTA,127408914.0,BUY
17-Sep-25,DENEERS,MANOJ GUPTA,28883934.0,BUY
17-Sep-25,DENEERS,MATALIA STOCK BROKING PRIVATE LIMITED,20062176.0,BUY
17-Sep-25,DENEERS,NEO APEX SHARE BROKING SERVICES LLP,76286976.0,BUY
17-Sep-25,DENEERS,NEO APEX VENTURE LLP,212243514.0,BUY
17-Sep-25,DENEERS,PRUDENT EQUITY PRIVATE LIMITED,23046192.0,BUY
17-Sep-25,DENEERS,SAURABH TRIPATHI,20821380.0,BUY
17-Sep-25,DENEERS,SETU SECURITIES PRIVATE LIMITED,20722548.0,BUY
17-Sep-25,DENEERS,SHILPY AGGARWAL,62727000.0,BUY
17-Sep-25,DENEERS,SRESTHA FINVEST LIMITED,20748960.0,BUY
17-Sep-25,DEVX,AU SMALL FINANCE BANK LIMITED,33382012.0,BUY
17-Sep-25,DEVX,AXIS BANK LIMITED,38572679.0,BUY
17-Sep-25,DEVX,NEO APEX VENTURE LLP,61000000.0,BUY
17-Sep-25,DEVX,THE SOUTH INDIAN BANK LIMITED,38478800.0,BUY
17-Sep-25,FLUOROCHEM,DEVANSH TRADEMART LLP,4601090000.0,BUY
17-Sep-25,KNRCON,GRAVITON RESEARCH CAPITAL LLP,2792546477.16,BUY
17-Sep-25,KNRCON,HRTI PRIVATE LIMITED,589271988.3599999,BUY
17-Sep-25,KNRCON,JUNOMONETA FINSOL PRIVATE LIMITED,614512862.25,BUY
17-Sep-25,KNRCON,MUSIGMA SECURITIES,720935981.48,BUY
17-Sep-25,KNRCON,NK SECURITIES RESEARCH PRIVATE LIMITED,812563339.55,BUY
17-Sep-25,LAXMIDENTL,GRAVITON RESEARCH CAPITAL LLP,492754331.97,BUY
17-Sep-25,LAXMIDENTL,HRTI PRIVATE LIMITED,304374633.52,BUY
17-Sep-25,LAXMIDENTL,JUNOMONETA FINSOL PRIVATE LIMITED,257203692.69,BUY
17-Sep-25,MAMATA,HRTI PRIVATE LIMITED,198287043.01,BUY
17-Sep-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,246056533.57999998,BUY
17-Sep-25,MOS,NARESH KUMAR BANSAL,34560000.0,BUY
17-Sep-25,NIRMAN,NIRAV DINESHBHAI CHAUDHARI,41050182.0,BUY
17-Sep-25,PLATIND,GRAVITON RESEARCH CAPITAL LLP,300536844.72,BUY
17-Sep-25,PLATIND,NK SECURITIES RESEARCH PRIVATE LIMITED,200499483.06,BUY
17-Sep-25,PREMEXPLN,GRAVITON RESEARCH CAPITAL LLP,1428174901.71,BUY
17-Sep-25,PREMEXPLN,HRTI PRIVATE LIMITED,567443625.0899999,BUY
